text,user_id_hashed,war,ua,ru,datetime,media
Золотой?,612c8ca1ff41b6a328ad091dcadff6d6,0.9999962,0.99993443,6.5570595e-05,2022-02-22 14:59:23,Dozhd'
"Что за истеричка ведущая?Она нормально говорить умеет?а не тороторить на повышенных тонах, как ё.б.н.у.т.а.я",27b5551e63289dc9aab90f84cef0a091,3.1196944e-06,0.33222526,0.66777474,2022-02-22 15:07:08,Dozhd'
"Глава МИД Германии объявила, что ""Северный поток-2"" ""заморожен"".    Кто будет в итоге заморожен после такого решения, глава МИД Германии не объявила.",96c6d783430254f96bc382c303e675b6,0.9999963,4.6474095e-05,0.9999535,2022-02-22 15:14:24,Dozhd'
"Вести из Китая ближе Я вижу Начинается история та Сибири Китай раздаёт паспорта Пение Дзин и первый свисток Паспорта Китая держи Дальний Восток Защита подданных - первый этап Суживаются глаза мам, детей, пап Якутия, Эвенкия, Ямал Прирост Шина таки йоу не мал Япония не отстаёт Курилам Камчатке свой Док раздаёт Pашка сжата до внутримкадья Потом вообще до кремля Единой Планеты Сёстры и Братья Летит летит песня моя Единства чудесный пир Всё Великим Путём В Лад и Мир!)))))",bd125db9fb6963b654b87e0fdf126280,6.356453e-07,7.0219445e-05,0.9999298,2022-02-22 15:29:11,Dozhd'
"вот интересно, что будет говорить Дождь, когда штаты кончатся?😂😅🤣",4243bbd74c1063cab5fb20ce2099e7d8,0.99999106,0.9999542,4.5784083e-05,2022-02-22 16:04:02,Dozhd'
"Дождь! как? по вашему запросу, можно найти пылаеву вместо быдлаевой. Это так сложно😳 Вроде такая культурная организация Лождь. Но это говДнище Быдлаеву ирину так сложно найти",020c89d4fbe13ee8b531f42621a97ae5,0.9997445,0.31683698,0.68316305,2022-02-22 18:39:04,Dozhd'
"[id03cd4c557a2d31019d3ad0d211ceaca2|Всевидящее], не х...й было мирных жителей уничтожать...Ах, в гейропу возмечтали, у себя унитазов не намылись и жоп старых кляч...Всегда считала хохлов нормальными...ан нет - не зря мой дед,который бандеровцев давил, говорил, что вы подлые и глупые. За последние 7 лет согласна. Убивать своих, чтобы кучка дерьма продавала лучшую в мире землю врагам, обогащалась...основной-то массе что от этого?",8eaa691685ea7a9beb0670d54653d12c,0.9999957,0.061821647,0.93817836,2022-02-22 15:10:23,Dozhd'
"[id8eaa691685ea7a9beb0670d54653d12c|Вера], вернись в палату",03cd4c557a2d31019d3ad0d211ceaca2,0.9999962,0.6426702,0.35732988,2022-02-22 15:11:01,Dozhd'
"[id03cd4c557a2d31019d3ad0d211ceaca2|Всевидящее], да это вы в палате №6 (поди читал Чехова АП?), и скачете с шикарным лозунгом - ХТО НЭ СКАЧЕ ТОТ МОСКАЛЬ. Уроды...раздолбали красавицу-Украину в угоду своих вскормленных предателей и штанов америкосовских.",8eaa691685ea7a9beb0670d54653d12c,0.9999957,0.061821647,0.93817836,2022-02-22 15:19:47,Dozhd'
"[id8eaa691685ea7a9beb0670d54653d12c|Вера], они первые начали скакать  и убивать, мы россияне в шоке были от скачек и такой беспредельной наглости , они сами убили Украину",ec229c771e5183f157fc4ffeff6bd255,0.9999963,0.99978715,0.00021283088,2022-02-22 15:30:25,Dozhd'
