text,user_id_hashed,war,ua,ru,datetime,media
Да и само издание не межало бы зачистить от зажравшихся мажоров,e3c8fc160de7375ce6626b4f33fa9e58,0.99999464,0.0035921435,0.99640787,2022-03-05 15:54:19,Moskvich
Эта новость точно не с ИА Панорама?!,556a6c166382b8921a5e30e07108829a,0.9932892,0.028219704,0.97178036,2022-03-05 11:24:54,Moskvich
🤮,83f142081d0373755ea794c7fc0ad510,0.0013281506,0.008432797,0.9915672,2022-03-05 13:08:45,Moskvich
После побега крокодила уже ничему особо не удивляюсь...,7b1c885649feda09d9790772d26b166a,0.005153033,0.38159633,0.6184037,2022-03-05 12:03:56,Moskvich
"У нас и без санкций бардака в системе ЖКХ хватает, и саботажа и откровенного вредительства, с отключением в подаче тепла к законопослушным и годами провереным пользователям, к примеру ГСК ""Чапаевский"" по адресу ул. Бобруйская д13 к 1 и к 2. даже так распиареные реновационные дома как по ул. Бобруйская д 15, тоже до сих пор не введён в строй по причине отсутствия мощьностей у МОЭКа с отоплением, вот так вот и без санкций можно угробить отлаженую систему. Весь зимний сезон так и не был подключен к отоплению под надумаными предлогами. Есть информация что не мы одни были отключены от отопления, что по Москве это преступная закономерность МОЭК, которой уже занимается прокуратура",1d804c20b273654f32f47d0e55b17d19,0.9986977,0.30728045,0.6927196,2022-03-05 12:53:48,Moskvich
Самогон гнать собрались?,527d85c776dd1384cee497c2c325dfee,0.9999753,0.023456987,0.976543,2022-03-05 10:27:06,Moskvich
Приятно читать. И все правда.,718dc5188e53db58feb3aa4bda35a91a,0.99996185,0.422409,0.57759106,2022-03-05 07:25:29,Moskvich
"Ребят, только у меня вместо картинки превью ссылка amp?",6088a4a3a2efcf27639e9108ee35efe2,0.99998665,0.0028319645,0.997168,2022-03-04 18:37:29,Moskvich
"[id6088a4a3a2efcf27639e9108ee35efe2|Елена], нет, у меня так же.",ecff7945639cac92549ca234516e18a2,0.99995923,0.024566181,0.9754338,2022-03-04 19:16:17,Moskvich
"[id6088a4a3a2efcf27639e9108ee35efe2|Елена], починилось? https://moskvichmag.ru/lyudi/pochemu-vy-dolzhny-menya-znat-osnovatel-servisa-mobilnyh-kapelnits-noon-mitya-turov/",7b1c885649feda09d9790772d26b166a,0.005153033,0.38159633,0.6184037,2022-03-04 20:47:42,Moskvich
"[id7b1c885649feda09d9790772d26b166a|Станислав], ага :)",6088a4a3a2efcf27639e9108ee35efe2,0.99998665,0.0028319645,0.997168,2022-03-04 21:28:00,Moskvich
но теперь в более свежих новостях нет картинки :),6088a4a3a2efcf27639e9108ee35efe2,0.99998665,0.0028319645,0.997168,2022-03-04 21:28:51,Moskvich
"Давно пора было бы, вечно вы повод ищите",2f15bf3387c7849038b2afa2389d79d9,0.9999963,0.00022833896,0.99977165,2022-03-04 17:47:51,Moskvich
"Мигрант, мигранту рознь.. С одной стороны когда приезжает врач, хороший рабочий или специалист который хочет работать а другое дело вчерашние пастухи с укладом из 17-го века и пьяные ""настоящие джигиты"" которые бесятся в лезгинки на чужой машине после клуба. Люди ненавидят не нации а бытовое хамство и агрессию.",2845fd6ab2dc15893e55308a415bc932,0.99999285,0.4773325,0.52266747,2022-03-05 08:45:17,Moskvich
"[id2f15bf3387c7849038b2afa2389d79d9|Евгений], пойдешь в доставку? заказ 120р +20р км. Пойдешь дворы мести?Зп около 30. Пойдёшь?",74afcda1c66a67d029a6329f4773c5e5,4.5751e-06,0.0437181,0.9562819,2022-03-04 21:01:18,Moskvich
"[id74afcda1c66a67d029a6329f4773c5e5|Владислав], вот именно. Нет бы спасибо сказать этим людям, так наоборот, их крайними вечно делают.",0f94b80b4837e8f13c36f6b766ffae44,4.6991263e-06,0.27809733,0.7219026,2022-03-04 21:53:09,Moskvich
"[id74afcda1c66a67d029a6329f4773c5e5|Владислав], в деливери с великом можно 70 спокойно зарабатыать",ad709190c813e74f57d27056c31a5f6d,0.9999622,0.38603622,0.6139638,2022-03-05 05:14:44,Moskvich
Гады,718dc5188e53db58feb3aa4bda35a91a,0.99996185,0.422409,0.57759106,2022-03-05 18:21:15,Moskvich
Самые тупые и дурные собаки - домашние. Дворняги в большинстве своём спокойные увольни,e8dfab968fc91e3c0737cd96c926d798,0.999782,0.12279456,0.8772055,2022-03-04 10:53:19,Moskvich
"Понятно, разломали станцию",08588424e606cdb615f74fa7f80a8628,0.0074126776,0.048572358,0.95142764,2022-03-04 05:15:06,Moskvich
"На 9.00 вестибюль закрыт. Ходит сотрудник с громкоговорителем и сообщает, что вход закрыт.",9cf1a45d6e755d7dc4fb99b4bb1f99a8,0.99989176,0.002552474,0.9974476,2022-03-04 06:16:02,Moskvich
Сейчас. Закрыто(,9502c17abea03233f6eddf285574ac14,0.9999671,0.015853876,0.9841462,2022-03-04 06:34:00,Moskvich
н а - к о - н е ц - т о,cf9c50a61636bae34db9066913e90063,0.9999372,0.05695828,0.94304174,2022-03-04 07:22:17,Moskvich
А сам лес вырубят. Прекрасно.,718dc5188e53db58feb3aa4bda35a91a,0.99996185,0.422409,0.57759106,2022-03-03 21:35:18,Moskvich
"Автоледи - такое убогое слово, что аж сводит",296cba0f907b5a464bdd8be3e510296c,0.99999344,0.00092843256,0.99907166,2022-03-04 12:38:24,Moskvich
Это уже перебор.,101a6a11dd6f9c789a8febdb60961b2e,0.9992936,0.005764765,0.9942352,2022-03-03 15:41:39,Moskvich
"ВВЖ не влияет уже на ситуацию, судя по?",7b1c885649feda09d9790772d26b166a,0.005153033,0.38159633,0.6184037,2022-03-03 15:44:15,Moskvich
Правильное предложение!,732afd78a12d1a097aeba42c27e8e3f0,0.0042815446,0.019168435,0.98083156,2022-03-03 17:04:10,Moskvich
Дело говорит.,7b1c885649feda09d9790772d26b166a,0.005153033,0.38159633,0.6184037,2022-03-03 13:36:21,Moskvich
А сколько там плитки можно будет положить!..,9f3435052fd9d3f3fa7feae762cc11e3,0.044816393,0.022406315,0.97759366,2022-03-03 13:46:35,Moskvich
"Не уж, умерла так умерла эта мерзость",e3c8fc160de7375ce6626b4f33fa9e58,0.99999464,0.0035921435,0.99640787,2022-03-03 12:44:55,Moskvich
Пусть чем-нибудь полезным лучше займутся.,63414d18b46fe91b7c22e0babc631221,8.114339e-06,0.01742187,0.98257816,2022-03-03 13:08:47,Moskvich
"Логичное решение. Если вы владелец СМИ, а ее работники начинают не просто критиковать владельца, какую видели на примере взаимоотношений в НТВ, 1 канала Гусинского, Березовского, а заняты подрывом бизнеса: сколько сказано против северного потока, Миллера и ПРОПАГАНДОЙ, то...",fb26b97a9dd4bb4390763d39a98ee9d6,0.99998915,0.14926517,0.85073483,2022-03-03 14:01:49,Moskvich
