text,user_id_hashed,war,ua,ru,datetime,media
"Хорошо, что был у нас в России такой человек, в зрелости обретший мудрость и глядевший уже за горизонт куда-то.. Очень понравилась его последняя книжка ""Старик путешествует"". На ютубе есть одноименная видеоверсия, очень советую для понимания масштаба человека..",e70ae1179ee7e78a6ad4e36a413166d7,5.919131e-07,0.00042182562,0.9995782,2022-02-22 08:28:28,Snob
"[ide70ae1179ee7e78a6ad4e36a413166d7|Шрек], спасибо. Давно хотела купить, но не видела. Послушаю на ютуб.",6f940c0fef03c045c9dd6b71a5f9c947,0.99923086,8.860667e-05,0.9999114,2022-02-22 09:34:06,Snob
"[id6f940c0fef03c045c9dd6b71a5f9c947|Ирина], там такая видео- иллюстрация, по мотивам и написан роман. Канал «Смерч-инфо»там очень много видео о Лимонове, каким его никто не знал, плейлист «жизнь и необыкновенные приключения Эдуарда Лимонова»",e70ae1179ee7e78a6ad4e36a413166d7,5.919131e-07,0.00042182562,0.9995782,2022-02-22 11:15:18,Snob
Новости открывать страшно.,8736e457a1f8889c86f53896b7747fdd,0.99999166,0.31647766,0.68352234,2022-02-22 16:02:08,Snob
"Озеро Блед.) Помним, помним. Спасибо, но пока не получается приехать вновь.))",381211838a0b100e8c4e0ccbb54479b9,3.6577035e-06,0.0036713101,0.99632865,2022-02-22 14:08:30,Snob
👍🏻,e29e574ac0923b6571ff9bd6b3e2a121,0.9999951,0.42355362,0.5764464,2022-02-22 15:12:24,Snob
Реально санкции на пользу пойдут. А лучше заморозка их средств и возвращение в бюджет,8b47f4d97657e918944fb94eac612442,0.24068525,0.010770767,0.98922926,2022-02-22 13:49:19,Snob
У них там не доли !🤦‍♂️,06c95ab340e87c37c799376806ab2123,0.9999416,0.43380475,0.5661953,2022-02-22 13:55:16,Snob
"Да плевать им на эти санкции. Из бюджета денег дадут, сколько захотят. Первый раз что ли?  Платить за все будет народ и природные ресурсы, якобы принадлежащие народу.",de68c8d7e9150fc36bd80cf3d4893fc1,1.046989e-05,0.12765984,0.87234014,2022-02-22 13:57:54,Snob
"На европейских и азиатских биржах шторм, переходящий в ураган.😃😂https://www.epravda.com.ua/rus/news/2022/02/22/682596/",6ca53d5d989f7a1a5cf3927785c3f849,3.304341e-06,0.00093473814,0.99906534,2022-02-22 14:01:31,Snob
"""По словам Джонсона..."" и далее по тексту очень смешно.))",381211838a0b100e8c4e0ccbb54479b9,3.6577035e-06,0.0036713101,0.99632865,2022-02-22 14:16:04,Snob
Вошдь затянет пояса на россиянах,3eb038eed153a61bf98adb2ce24aa219,0.9999962,0.99995077,4.918604e-05,2022-02-22 14:28:07,Snob
"[idde68c8d7e9150fc36bd80cf3d4893fc1|Виктор], ждём повышение платы на Платон ну и  на топливо, а также коммунальные платежи, русские своих не бросают!",b80c3f0763104558a751093261d19bf2,0.00017903134,0.00031670407,0.99968326,2022-02-22 14:06:02,Snob
"[idde68c8d7e9150fc36bd80cf3d4893fc1|Виктор], для них проблема не наворовать эти деньги в России а потратить их в том же Лондоне. Вот тут то как раз санкции и могут стать поперек горла.",628934842708a74a69f007ec5910ca09,0.99998295,0.9711643,0.028835768,2022-02-22 14:44:41,Snob
"[id628934842708a74a69f007ec5910ca09|Дмитрий], у них есть масса способов сделать вид, что наворованное на самом деле им не принадлежит. Помните, как наш кремлевский питерский урка, нацепивший на себя погоны и изображающий из себя ""ахвицера"", ведет свои гибридные войны? Ихтамнеты воюют, и все тут!..",84897b45b958c01564e36dae952f04b6,0.9999963,0.26104203,0.738958,2022-02-22 15:13:44,Snob
"[id84897b45b958c01564e36dae952f04b6|Анатолий], не все так просто, вы про Панамское досье слышали? Все они знают! У кого и где! А по серьёзности последсвий, можно будет сделать вывод, лугондония и даунец были отданы на откуп или это минутная слабость историка любителя🤔",b80c3f0763104558a751093261d19bf2,0.00017903134,0.00031670407,0.99968326,2022-02-22 15:34:26,Snob
"[idb80c3f0763104558a751093261d19bf2|Дима], дай-то Бог, если их всех вычислят и прижмут к ногтю.",84897b45b958c01564e36dae952f04b6,0.9999963,0.26104203,0.738958,2022-02-22 15:42:21,Snob
Развивайте свою экономику и похер санкции...,a95699342873c4424d417b82ed84182e,0.00057300634,0.05885104,0.94114894,2022-02-22 13:28:39,Snob
"Зато не плевать ноунеймам зачуханным ни способным ни на что, как писать в постах вк",a5104b3eb24cf494ce42be51607ff2ae,0.28761187,0.1077705,0.8922295,2022-02-22 13:28:55,Snob
kungurov.livejournal.com/306377.html,7559065ee15ee1b70397e7c84635f078,0.9999691,0.31081223,0.6891878,2022-02-22 13:37:31,Snob
череда конфискаций вилл на Лазурном берегу,6faa640d1c7bf3620dded08c82713045,0.99990904,0.012979467,0.98702055,2022-02-22 13:49:39,Snob
"Решение не импульсивное. В плане политики решение обоснованное. Будь экономика сильнее, оно б не так ударило.  Но интересы страны не всегда сходятся в одной точке интересов политических и экономических. Это нормально. Жаль, только, что простым людям расхлёбывать",ae9b7e780d8f77296216667eeb115fcc,1.879708e-06,0.000115387906,0.9998846,2022-02-22 14:23:49,Snob
"Сноб как всегда на высоте, ох уж этот эмоциональный Путин, и его всем известные слезы в подушку от оскорблений в интернетике.",fa1321087892e10075dedf4ffe6e4384,0.9999654,0.1032605,0.89673954,2022-02-22 14:42:23,Snob
"[ida95699342873c4424d417b82ed84182e|Валерий], экономика давно глобальна и зависима друг от друга...",84897b45b958c01564e36dae952f04b6,0.9999963,0.26104203,0.738958,2022-02-22 15:17:52,Snob
Так! А за остальными депутатами когда?!,e29e574ac0923b6571ff9bd6b3e2a121,0.9999951,0.42355362,0.5764464,2022-02-22 15:33:41,Snob
Шутки значит шутим…,a370b85a75d884b5484e0cbef021ab6b,0.99966776,0.042332754,0.9576673,2022-02-22 12:40:27,Snob
Чувство юмора у питерских гопников...,84897b45b958c01564e36dae952f04b6,0.9999963,0.26104203,0.738958,2022-02-22 12:42:45,Snob
