text,user_id_hashed,war,ua,ru,datetime,media
а за эти нестыковки расплатится ВСУ которых просто уничтожат в полных административных границах Донецких республик,b0f3cb68fb63acf17719189e2ef5b439,0.9999485,3.88403e-05,0.99996114,2022-02-22 14:40:58,Vzgljad
Давайте не смешивать РФ и некую группу людей при должностях😇😂,29d36800d99aea86b65e592bd85fe72e,0.0005022337,0.9135964,0.086403616,2022-02-22 14:55:22,Vzgljad
Границы государств всегда во все времена определялись войной.,7f4ab80c5a76b80112f48664dd14e9dd,0.9999931,0.05479789,0.9452021,2022-02-22 14:57:31,Vzgljad
как комик зеля тоже не ахти,2f9707dffe2abe89377aac37625da9a3,0.9999629,0.39741907,0.60258096,2022-02-22 14:22:58,Vzgljad
Яков Кедми об ИСТОРИЧЕСКОМ признании ДНР и ЛНР!,80228bdd28b07ad9a4933e0d976d0051,5.650566e-07,3.6897018e-05,0.99996305,2022-02-22 14:24:18,Vzgljad
"Согласен путин обосрался с признанием двух клоак,Россия одна из самых нищих стран мира,поэтому сейчас главное,ни копейки ни одному ублюдку из сербии и другим подстрекателям старого выжившего из ума болвана из России.",6237699a36aa6e3d6c7f8f0e0f6ebb69,0.9999963,0.9996282,0.00037178776,2022-02-22 15:07:29,Vzgljad
Россияне ещё иногда попадают в Австралию. Или в Калифорнию. Какой ужас...Что Путин ещё должен завоевать?,bd4b1556cbeaa89ceb43076741b3ec33,0.9999964,0.9997489,0.00025106274,2022-02-22 13:55:08,Vzgljad
Интересный у них ход мыслей...🤔👍,031b2b04273e65229243aab8ca31112e,0.99998283,0.19805536,0.8019447,2022-02-22 13:56:53,Vzgljad
Началась паника,272db631a94dddcd063679b1e35b3465,0.9999963,0.0005294059,0.99947065,2022-02-22 14:00:20,Vzgljad
Чушь,60a39155ef21c52b4c54fec8dc55a805,0.9999938,0.09859793,0.90140206,2022-02-22 14:03:39,Vzgljad
Кажись там паром ходит из питера,82332762b03983c672ad04a635b76800,0.051472943,0.008713311,0.9912867,2022-02-22 14:09:22,Vzgljad
"О, точно! Доллар падает, Аляска рвётся в состав России. Бред восьмилетней давности снова в ходу",7f4ab80c5a76b80112f48664dd14e9dd,0.9999931,0.05479789,0.9452021,2022-02-22 15:15:10,Vzgljad
Сын Матвиенко приехал из-за границы на войну?,8a4924d53d5187a15d2285a0c8c36af8,0.99999356,0.06535635,0.9346436,2022-02-22 13:27:24,Vzgljad
"Надо против запада санкции вводить, не хрен вокруг да около ходить.",43df9f9e4f702a8676fc66ec940d1757,0.99999607,0.97242457,0.02757542,2022-02-22 13:27:47,Vzgljad
