text,user_id_hashed,war,ua,ru,datetime,media
"Дума одобрила. Думаем куда девать трупы бандерлогов и их натовских ""инструкторов""",95791d40f98d590bddcf83e54ff8c991,0.99999595,0.7109179,0.2890821,2022-02-22 16:20:07,Rossijskaja gazeta
"Жаль, че.",c2a641f67dfe9a346582283af52c57a9,0.9833999,0.025427805,0.97457224,2022-02-22 16:04:08,Rossijskaja gazeta
А что? Не ждали?,bbd613a40b94aebd6e71eade52a5b9ba,0.9999957,0.0067884927,0.99321157,2022-02-22 16:05:56,Rossijskaja gazeta
"За что боролись, на то и напоролись.",8d84f2162ef86d941169b92e12078403,0.9999927,0.9939646,0.006035418,2022-02-22 16:10:26,Rossijskaja gazeta
И не более.,9e46a7e03240cade8056d29d29919933,0.9999963,4.2812e-05,0.9999572,2022-02-22 16:10:27,Rossijskaja gazeta
"С сожалением, т.е. с сочувствием к Евросоюзу🤣 Германия, Франция и т.д. перейдут на Американский сланцевый газ. 👏👏👏",80b629fae8ee26132f1de1b943ab49ca,0.9999963,0.0013781292,0.9986218,2022-02-22 16:13:05,Rossijskaja gazeta
"Конечно жаль, 17 миллиардов долларов наши вложили же.",2abfb25edd4900c6de8e99800d4b385e,0.9999924,0.45399243,0.5460076,2022-02-22 16:14:26,Rossijskaja gazeta
"Хочу напомнить немецким гражданам про историю Европы,именно ваши лидеры повергли вас в бездну унижения.Готовы ли вы испытать то,унижение,в очередной раз?",0ed32500dea43f87b5112fac534adbef,0.99998593,0.0031428058,0.99685717,2022-02-22 16:19:35,Rossijskaja gazeta
признал ЛНР или нет?,a4fecdd6e8239be45bac8794d689e73a,0.99999547,0.1847557,0.8152443,2022-02-22 15:56:43,Rossijskaja gazeta
а когда ДЛНР признаешь?,982dc5fa0e2414213842a4f97bc90587,5.472646e-05,0.37412727,0.6258728,2022-02-22 15:56:55,Rossijskaja gazeta
"Он же сказвл, белорусский народ миролюбивый, и надел коричневые штаны",420b4a872ff932098610dd3ab247c65f,0.99995756,0.000767227,0.99923277,2022-02-22 15:59:16,Rossijskaja gazeta
"всё правильно сказал. очередной виток войн, проходивших в 19 и 20 веке.пролонгировалось в век 21.",59673c6275dbeb9da79c4ab438ed3b06,0.99999475,0.4772339,0.5227661,2022-02-22 16:11:08,Rossijskaja gazeta
"Увы, только мирно жить и только работать хотят только те народы, которые скоро отправятся на свалку истории. Надо спасать белорусов от Лукашенко! #вместемырусские",6f90d038ce65f2dd27420c706c8e872d,0.9999888,0.00017572177,0.99982435,2022-02-22 16:11:48,Rossijskaja gazeta
Начинается самоуничтожение вакцинообязанных от ковид,9376b63fa1a086743d3100aa96aa00d1,6.0519273e-05,5.6563815e-05,0.9999434,2022-02-22 15:28:19,Rossijskaja gazeta
Суверенитет украины уже поддержал.,8d84f2162ef86d941169b92e12078403,0.9999927,0.9939646,0.006035418,2022-02-22 15:39:41,Rossijskaja gazeta
"[id9376b63fa1a086743d3100aa96aa00d1|Дина],",1da87c89c64426538b9c2816cbe6b091,0.99792296,0.4838337,0.5161663,2022-02-22 15:58:27,Rossijskaja gazeta
🇷🇺🇧🇾🇧🇾🇧🇾🇧🇾🇷🇺🇷🇺🇷🇺🇷🇺 молодцы),e94984ae03461381c20702524be89fe1,0.99835813,4.9277656e-05,0.99995077,2022-02-22 15:17:24,Rossijskaja gazeta
А это точно нужно?,6f90d038ce65f2dd27420c706c8e872d,0.9999888,0.00017572177,0.99982435,2022-02-22 16:17:40,Rossijskaja gazeta
"там заявлено 14к погибших за 8 лет, то есть умирают вообще каждый день по 5 человек, а теперь смерть любого это новость",efca8fbcb7d90b2860673912f68ef8b2,0.9999958,0.14555573,0.85444427,2022-02-22 14:53:06,Rossijskaja gazeta
Лавров же обещал безопасность,a4fecdd6e8239be45bac8794d689e73a,0.99999547,0.1847557,0.8152443,2022-02-22 14:57:58,Rossijskaja gazeta
"[idefca8fbcb7d90b2860673912f68ef8b2|Владислав], теперь всё будет иначе",eceafbe0b49f207f722bb7a829610958,0.99263895,0.012404669,0.9875953,2022-02-22 14:58:28,Rossijskaja gazeta
"[idefca8fbcb7d90b2860673912f68ef8b2|Владислав], это если размышлять статистически - то да. А если смотреть реально, то почти все 15к погибших это 2014-2015 года...",2ff8038a3dabc5f201f5e16137e3759f,0.99999475,0.1775174,0.82248265,2022-02-22 15:02:21,Rossijskaja gazeta
