time,role,annotator_id,analysed_account_id,answer,ground_truth_label,bot_quality
1637046712.237005,BOTS+GROUPS_SHIFTED,1970646870,6093346,IDN,USER,
1637046718.1924045,BOTS_ONLY,442958340,481944510,BOT,BOT,MID
1637046727.580818,BOTS+RANDOM,214950535,454420269,BOT,BOT,LOW
1637046728.5425096,BOTS+GROUPS_SHIFTED,591258635,366451396,USER,BOT,MID
1637046732.347623,BOTS+GROUPS_SHIFTED,474190227,585822263,IDN,BOT,MID
1637046740.5002573,BOTS_ONLY,923283466,450290171,USER,BOT,HIGH
1637046743.2455535,BOTS_ONLY,1975879812,348461842,BOT,BOT,HIGH
1637046745.9495094,BOTS+GROUPS_SHIFTED,1970646870,32609805,USER,BOT,LIVE
1637046746.746413,BOTS+GROUPS_SHIFTED,591258635,97677012,BOT,USER,
1637046752.411879,BOTS+RANDOM,1767820372,585370175,BOT,BOT,MID
1637046754.377327,BOTS_ONLY,442958340,515867020,IDN,BOT,HIGH
1637046759.081569,BOTS_ONLY,923283466,558437146,IDN,BOT,LOW
1637046762.3917384,BOTS+RANDOM,214950535,287700227,BOT,USER,
1637046766.461172,BOTS_ONLY,1975879812,365990968,IDN,BOT,LOW
1637046775.0655775,BOTS+RANDOM,1767820372,569735383,IDN,BOT,LOW
1637046777.6478877,BOTS_ONLY,1555616902,574080037,IDN,BOT,MID
1637046781.5483692,BOTS_ONLY,923283466,476443138,BOT,BOT,LOW
1637046790.566209,BOTS_ONLY,1975879812,585791480,BOT,BOT,HIGH
1637046799.6868062,BOTS+RANDOM,214950535,582697894,BOT,USER,
1637046802.1453865,BOTS_ONLY,1555616902,575791635,USER,BOT,LOW
1637046803.5862265,BOTS+GROUPS_SHIFTED,591258635,67944223,USER,USER,
1637046805.4839346,BOTS+RANDOM,1351219319,267261743,USER,BOT,HIGH
1637046811.2885723,BOTS_ONLY,1975879812,386602620,BOT,BOT,MID
1637046813.6706443,BOTS_ONLY,442958340,517630373,BOT,BOT,LOW
1637046815.5881507,BOTS_ONLY,923283466,539299680,IDN,BOT,HIGH
1637046818.773772,BOTS+GROUPS_SHIFTED,474190227,501070931,BOT,USER,
1637046827.5712163,BOTS+RANDOM,214950535,24527863,BOT,USER,
1637046829.20325,BOTS_ONLY,923283466,82555176,IDN,BOT,HIGH
1637046834.5236528,BOTS+RANDOM,1767820372,146792018,IDN,USER,
1637046839.8551917,BOTS+RANDOM,1351219319,557667595,BOT,USER,
1637046840.2252808,BOTS+GROUPS_SHIFTED,591258635,156727191,BOT,BOT,LIVE
1637046853.934854,BOTS+GROUPS_SHIFTED,591258635,518087424,BOT,BOT,LOW
1637046861.2988982,BOTS_ONLY,1975879812,543532865,BOT,BOT,MID
1637046866.249009,BOTS+RANDOM,1351219319,96120226,BOT,USER,
1637046869.2277727,BOTS+RANDOM,214950535,4713348,BOT,BOT,LIVE
1637046869.7849424,BOTS+GROUPS_SHIFTED,474190227,50059132,USER,USER,
1637046890.0445397,BOTS+RANDOM,1767820372,637509312,USER,USER,
1637046893.326849,BOTS+GROUPS_SHIFTED,1970646870,576987066,BOT,BOT,HIGH
1637046903.065694,BOTS+GROUPS_SHIFTED,474190227,167852886,USER,USER,
1637046906.525149,BOTS+GROUPS_SHIFTED,1970646870,42566105,IDN,BOT,HIGH
1637046906.9009423,BOTS+RANDOM,1351219319,80210659,BOT,BOT,LIVE
1637046907.2742846,BOTS+RANDOM,1351219319,460733347,BOT,BOT,MID
1637046911.1332064,BOTS_ONLY,442958340,182432190,BOT,BOT,MID
1637046911.8978248,BOTS+RANDOM,1351219319,540220533,USER,BOT,HIGH
1637046919.704575,BOTS_ONLY,1975879812,26353516,USER,BOT,LIVE
1637046919.8948724,BOTS+GROUPS_SHIFTED,1970646870,490930295,BOT,BOT,LOW
1637046929.2145422,BOTS+RANDOM,214950535,27210071,BOT,BOT,LIVE
1637046938.415519,BOTS+RANDOM,1351219319,255744334,BOT,USER,
1637046938.9886122,BOTS+GROUPS_SHIFTED,591258635,127723782,USER,USER,
1637046942.6898282,BOTS_ONLY,1975879812,223039914,BOT,BOT,LOW
1637046948.6066887,BOTS+GROUPS_SHIFTED,474190227,31806327,USER,USER,
1637046948.8926013,BOTS+RANDOM,1351219319,532404321,BOT,USER,
1637046956.2956328,BOTS+RANDOM,1767820372,335160430,USER,BOT,MID
1637046963.250853,BOTS+RANDOM,214950535,442964893,BOT,USER,
1637046974.4031496,BOTS+RANDOM,1767820372,214499941,IDN,BOT,MID
1637046977.371795,BOTS_ONLY,1975879812,292928299,BOT,BOT,MID
1637046986.310564,BOTS+GROUPS_SHIFTED,591258635,138488535,USER,BOT,LIVE
1637046988.0040717,BOTS+GROUPS_SHIFTED,474190227,562495934,BOT,BOT,LOW
1637047006.0681007,BOTS+GROUPS_SHIFTED,591258635,155262469,USER,BOT,LOW
1637047020.1426196,BOTS+RANDOM,214950535,415041109,BOT,BOT,LIVE
1637047020.7139835,BOTS_ONLY,1975879812,550876187,BOT,BOT,MID
1637047024.2930913,BOTS+GROUPS_SHIFTED,474190227,52887637,USER,USER,
1637047032.9306557,BOTS+RANDOM,1767820372,151715067,BOT,BOT,LIVE
1637047035.9695654,BOTS+GROUPS_SHIFTED,474190227,124038854,USER,USER,
1637047043.290794,BOTS+GROUPS_SHIFTED,474190227,210377575,IDN,USER,
1637047062.3904097,BOTS+RANDOM,214950535,502274947,BOT,USER,
1637047062.81419,BOTS+RANDOM,1767820372,591376286,IDN,USER,
1637047064.381877,BOTS_ONLY,442958340,564517426,BOT,BOT,MID
1637047066.2462327,BOTS+GROUPS_SHIFTED,591258635,5979294,USER,USER,
1637047085.1996524,BOTS+GROUPS_SHIFTED,474190227,72387428,BOT,USER,
1637047092.1521416,BOTS+GROUPS_SHIFTED,474190227,396876487,BOT,BOT,LOW
1637047095.338873,BOTS+RANDOM,214950535,319474886,BOT,USER,
1637047097.0603352,BOTS+RANDOM,1767820372,568021412,USER,BOT,MID
1637047122.4016771,BOTS+GROUPS_SHIFTED,474190227,74213975,USER,USER,
1637047123.135166,BOTS+RANDOM,1767820372,454015832,IDN,BOT,MID
1637047126.8737488,BOTS+GROUPS_SHIFTED,591258635,359942505,BOT,BOT,MID
1637047128.7812195,BOTS+RANDOM,214950535,301702325,BOT,USER,
1637047149.798282,BOTS+GROUPS_SHIFTED,474190227,517963310,IDN,BOT,MID
1637047150.2453675,BOTS+RANDOM,1767820372,429628973,USER,USER,
1637047169.1145153,BOTS_ONLY,442958340,556348420,BOT,BOT,HIGH
1637047172.9619906,BOTS+GROUPS_SHIFTED,474190227,137498433,USER,USER,
1637047176.2460768,BOTS+GROUPS_SHIFTED,591258635,340599851,BOT,BOT,HIGH
1637047202.8481736,BOTS+GROUPS_SHIFTED,474190227,15859149,BOT,USER,
1637047203.1040745,BOTS+RANDOM,1767820372,582916841,IDN,BOT,MID
1637047205.116383,BOTS+GROUPS_SHIFTED,591258635,25548032,USER,USER,
1637047215.2241814,BOTS+RANDOM,214950535,259912343,BOT,BOT,HIGH
1637047216.1682944,BOTS+GROUPS_SHIFTED,474190227,1605239,USER,USER,
1637047220.9668653,BOTS+GROUPS_SHIFTED,591258635,442376131,BOT,USER,
1637047238.273105,BOTS+GROUPS_SHIFTED,591258635,569735383,BOT,BOT,LOW
1637047241.4879425,BOTS+RANDOM,1767820372,585693499,IDN,BOT,LIVE
1637047246.675174,BOTS+GROUPS_SHIFTED,474190227,10700373,USER,USER,
1637047258.2870011,BOTS+RANDOM,214950535,583411013,BOT,BOT,LOW
1637047278.556259,BOTS+RANDOM,1767820372,190095606,BOT,BOT,LIVE
1637047284.6238966,BOTS+GROUPS_SHIFTED,474190227,21811219,IDN,BOT,LIVE
1637047285.3612163,BOTS+GROUPS_SHIFTED,474190227,497396365,IDN,BOT,LIVE
1637047294.771693,BOTS+RANDOM,1767820372,233044243,BOT,USER,
1637047300.229538,BOTS+RANDOM,214950535,340756202,BOT,USER,
1637047300.5349407,BOTS+GROUPS_SHIFTED,474190227,30336777,BOT,BOT,LIVE
1637047322.9642582,BOTS+RANDOM,1767820372,585276905,IDN,BOT,MID
1637047334.175078,BOTS+RANDOM,1767820372,247138509,USER,USER,
1637047335.7281282,BOTS+GROUPS_SHIFTED,591258635,325289965,USER,USER,
1637047342.923359,BOTS+RANDOM,214950535,573641174,BOT,BOT,MID
1637047365.062976,BOTS+GROUPS_SHIFTED,591258635,153409422,BOT,BOT,MID
1637047377.0970562,BOTS_ONLY,442958340,3562382,BOT,BOT,LIVE
1637047388.185888,BOTS_ONLY,442958340,282944292,BOT,BOT,LIVE
1637047392.7081635,BOTS+RANDOM,214950535,240097375,BOT,USER,
1637047412.232528,BOTS+RANDOM,214950535,456506555,BOT,BOT,MID
1637047443.511016,BOTS_ONLY,442958340,361705999,IDN,BOT,MID
1637047450.0879352,BOTS+RANDOM,214950535,194728658,BOT,BOT,LIVE
1637047461.2234938,BOTS+RANDOM,214950535,667828788,BOT,USER,
1637047468.4756758,BOTS+STUDENTS,870218866,84249617,USER,BOT,HIGH
1637047481.3844595,BOTS+RANDOM,214950535,517973808,BOT,BOT,LOW
1637047516.2754946,BOTS+STUDENTS,870218866,581451286,USER,BOT,MID
1637047519.351128,BOTS_ONLY,442958340,176315005,USER,BOT,HIGH
1637047545.235428,BOTS_ONLY,442958340,584476366,IDN,BOT,LIVE
1637047623.7616255,BOTS+STUDENTS,870218866,583941680,BOT,BOT,MID
1637047624.9410343,BOTS+STUDENTS,870218866,555913250,IDN,BOT,MID
1637047649.7483888,BOTS_ONLY,442958340,7461324,USER,BOT,HIGH
1637047657.5322163,BOTS_ONLY,442958340,469685450,IDN,BOT,MID
1637047670.753771,BOTS_ONLY,442958340,519724431,IDN,BOT,LOW
1637047750.301224,BOTS_ONLY,442958340,138159415,USER,BOT,HIGH
1637047758.233731,BOTS_ONLY,442958340,67257584,USER,BOT,HIGH
1637047813.7471237,BOTS+STUDENTS,870218866,440525473,USER,BOT,MID
1637047893.395779,BOTS+STUDENTS,870218866,157586458,IDN,USER,
1637047962.3375273,BOTS+STUDENTS,870218866,68413035,USER,USER,
1637048049.8433511,BOTS+STUDENTS,870218866,585416898,BOT,BOT,MID
1637048075.1300907,BOTS+STUDENTS,870218866,369076862,IDN,BOT,LIVE
1637048275.8443108,BOTS+STUDENTS,870218866,513162848,BOT,BOT,MID
1637048495.8966389,BOTS+STUDENTS,870218866,576814666,USER,BOT,MID
1637048505.2621243,BOTS+STUDENTS,870218866,76156222,USER,USER,
1637048563.175742,BOTS+STUDENTS,870218866,582924708,BOT,BOT,LOW
1637048649.534362,BOTS+STUDENTS,870218866,94768193,USER,USER,
1637048681.2503638,BOTS+STUDENTS,870218866,584165267,IDN,BOT,HIGH
1637048727.6642344,BOTS+STUDENTS,870218866,582455700,USER,BOT,MID
1637058430.7637446,BOTS+RANDOM,510758272,514867397,BOT,BOT,MID
1637058463.5295825,BOTS+STUDENTS,929087479,135231762,USER,USER,
1637058487.194582,BOTS_ONLY,840018054,585773800,BOT,BOT,LIVE
1637058509.0922997,BOTS+RANDOM,465339869,379413429,BOT,USER,
1637058514.4119823,BOTS+GROUPS_SHIFTED,613823252,10871902,USER,USER,
1637058516.9598632,BOTS+RANDOM,465339869,326190992,BOT,USER,
1637058523.9943814,BOTS+STUDENTS,929087479,150364046,BOT,BOT,LIVE
1637058524.8242247,BOTS+RANDOM,465339869,512908978,BOT,BOT,MID
1637058527.3538616,BOTS_ONLY,702472949,385851153,BOT,BOT,MID
1637058531.699873,BOTS+RANDOM,668765769,238593195,IDN,BOT,HIGH
1637058534.3378074,BOTS_ONLY,840018054,5141937,USER,BOT,LIVE
1637058547.389672,BOTS+RANDOM,510758272,665146310,USER,USER,
1637058551.8644142,BOTS+RANDOM,668765769,469567545,IDN,BOT,MID
1637058552.5449018,BOTS+STUDENTS,929087479,196019835,USER,USER,
1637058554.0359206,BOTS+RANDOM,1376228047,258759154,USER,BOT,MID
1637058557.5884953,BOTS+STUDENTS,929087479,469567545,BOT,BOT,MID
1637058565.326104,BOTS+RANDOM,465339869,543175813,BOT,BOT,HIGH
1637058567.1205945,BOTS_ONLY,702472949,26144482,USER,BOT,MID
1637058567.4415913,BOTS_ONLY,900956489,570930002,BOT,BOT,MID
1637058573.6091802,BOTS+RANDOM,465339869,259070921,BOT,BOT,LOW
1637058581.2718673,BOTS+RANDOM,465339869,402121775,BOT,BOT,LOW
1637058587.4199731,BOTS+RANDOM,465339869,573564401,BOT,BOT,HIGH
1637058598.301919,BOTS+RANDOM,668765769,519429173,USER,USER,
1637058606.4338388,BOTS+RANDOM,1376228047,570123469,USER,USER,
1637058607.9384947,BOTS_ONLY,840018054,566941441,BOT,BOT,LOW
1637058608.2269104,BOTS+RANDOM,1376228047,519107618,BOT,BOT,LOW
1637058611.2799342,BOTS_ONLY,767032525,583389336,BOT,BOT,LIVE
1637058613.419521,BOTS_ONLY,1993247185,575628715,BOT,BOT,LOW
1637058623.1797094,BOTS+RANDOM,710791413,282944292,BOT,BOT,LIVE
1637058629.8530023,BOTS+RANDOM,510758272,234929868,USER,USER,
1637058641.8204594,BOTS+RANDOM,1376228047,585011129,BOT,BOT,MID
1637058642.5128298,BOTS+STUDENTS,978458964,209669579,USER,USER,
1637058655.8643496,BOTS_ONLY,900956489,583410902,USER,BOT,MID
1637058663.2944107,BOTS+RANDOM,959721831,542573790,BOT,USER,
1637058663.93548,BOTS_ONLY,900956489,103720088,IDN,BOT,HIGH
1637058664.1139364,BOTS+RANDOM,510758272,8168342,USER,USER,
1637058665.014359,BOTS_ONLY,840018054,585649923,IDN,BOT,LIVE
1637058682.57428,BOTS+RANDOM,510758272,546183023,BOT,USER,
1637058695.6686442,BOTS_ONLY,1993247185,328929497,BOT,BOT,MID
1637058711.2089703,BOTS_ONLY,702472949,553690168,BOT,BOT,MID
1637058712.4683695,BOTS_ONLY,900956489,80709666,BOT,BOT,LIVE
1637058712.8218718,BOTS+RANDOM,367205640,539981470,BOT,BOT,LOW
1637058713.624339,BOTS+GROUPS_SHIFTED,613823252,131839958,USER,USER,
1637058719.7350838,BOTS+RANDOM,710791413,571547849,BOT,BOT,MID
1637058723.6133163,BOTS+RANDOM,510758272,480671468,USER,USER,
1637058731.3435595,BOTS+RANDOM,668765769,95904675,BOT,BOT,HIGH
1637058740.6496613,BOTS+STUDENTS,978458964,32704948,BOT,BOT,LIVE
1637058750.832657,BOTS+RANDOM,510758272,27210071,BOT,BOT,LIVE
1637058753.3018663,BOTS+RANDOM,710791413,416811535,BOT,USER,
1637058753.70681,BOTS_ONLY,840018054,166212816,BOT,BOT,LIVE
1637058755.651818,BOTS_ONLY,900956489,542018213,BOT,BOT,HIGH
1637058757.8609328,BOTS+GROUPS_SHIFTED,613823252,96386436,USER,USER,
1637058771.437633,BOTS_ONLY,840018054,552883671,IDN,BOT,LOW
1637058773.664909,BOTS+RANDOM,668765769,486669430,BOT,USER,
1637058774.2496517,BOTS+RANDOM,959721831,517740563,BOT,USER,
1637058776.653188,BOTS+RANDOM,510758272,492334875,BOT,BOT,MID
1637058778.3779774,BOTS+GROUPS_SHIFTED,613823252,197959634,BOT,BOT,LIVE
1637058784.483537,BOTS_ONLY,702472949,20021284,USER,BOT,HIGH
1637058790.6417463,BOTS+RANDOM,1376228047,558437146,IDN,BOT,LOW
1637058793.4346352,BOTS_ONLY,702472949,10715537,BOT,BOT,LIVE
1637058794.3046756,BOTS+RANDOM,510758272,574702328,BOT,BOT,MID
1637058796.2265136,BOTS_ONLY,900956489,530531368,USER,BOT,HIGH
1637058797.0623076,BOTS+RANDOM,1964460926,522368242,BOT,BOT,MID
1637058801.9341378,BOTS_ONLY,767032525,577399821,BOT,BOT,MID
1637058810.707878,BOTS+RANDOM,1376228047,456857245,USER,BOT,LOW
1637058811.4073813,BOTS+RANDOM,510758272,102714295,USER,USER,
1637058816.647989,BOTS+RANDOM,367205640,507397500,USER,BOT,HIGH
1637058817.1607492,BOTS+GROUPS_SHIFTED,613823252,519693126,BOT,BOT,LOW
1637058817.9903195,BOTS+RANDOM,710791413,232498981,BOT,USER,
1637058826.167233,BOTS_ONLY,840018054,188662364,USER,BOT,LIVE
1637058830.2841434,BOTS+RANDOM,510758272,582343462,BOT,BOT,LIVE
1637058835.0255952,BOTS+RANDOM,1964460926,626885538,BOT,USER,
1637058839.0405085,BOTS_ONLY,702472949,124944260,USER,BOT,LIVE
1637058845.8987515,BOTS+RANDOM,710791413,642300525,BOT,USER,
1637058846.6838305,BOTS_ONLY,900956489,560118977,IDN,BOT,HIGH
1637058849.649254,BOTS+RANDOM,510758272,583430848,BOT,BOT,MID
1637058849.931901,BOTS+RANDOM,1964460926,353827937,BOT,USER,
1637058856.6565435,BOTS_ONLY,767032525,142586700,BOT,BOT,HIGH
1637058857.8005614,BOTS+RANDOM,1376228047,174685891,BOT,USER,
1637058858.347248,BOTS+RANDOM,465339869,139079850,BOT,USER,
1637058862.1321528,BOTS_ONLY,767032525,585480706,BOT,BOT,MID
1637058863.3167908,BOTS+STUDENTS,978458964,502311976,USER,USER,
1637058865.0293384,BOTS+RANDOM,465339869,438952553,BOT,USER,
1637058869.7631447,BOTS_ONLY,1993247185,2120745,USER,BOT,HIGH
1637058871.691167,BOTS+RANDOM,1964460926,548018202,IDN,BOT,MID
1637058873.4760232,BOTS+RANDOM,510758272,100247325,BOT,BOT,LIVE
1637058873.73297,BOTS_ONLY,767032525,140376139,BOT,BOT,LIVE
1637058873.940133,BOTS+STUDENTS,929087479,583389336,BOT,BOT,LIVE
1637058879.6259298,BOTS+RANDOM,367205640,443877449,BOT,USER,
1637058883.1360023,BOTS_ONLY,840018054,173470916,USER,BOT,LIVE
1637058884.5553577,BOTS+GROUPS_SHIFTED,613823252,552276471,USER,USER,
1637058891.9814715,BOTS+RANDOM,510758272,394425947,BOT,USER,
1637058893.1382575,BOTS+RANDOM,710791413,266440081,IDN,BOT,HIGH
1637058893.3501325,BOTS+RANDOM,465339869,582174032,BOT,BOT,MID
1637058897.2481942,BOTS_ONLY,900956489,584405469,BOT,BOT,MID
1637058903.4061348,BOTS+STUDENTS,978458964,165876740,BOT,BOT,MID
1637058904.2411022,BOTS+RANDOM,959721831,55261032,USER,USER,
1637058904.9804757,BOTS_ONLY,767032525,577575054,BOT,BOT,MID
1637058906.427008,BOTS+RANDOM,668765769,31936620,USER,USER,
1637058910.0976508,BOTS_ONLY,767032525,563947967,BOT,BOT,MID
1637058910.4594636,BOTS+RANDOM,1376228047,426038494,BOT,BOT,LOW
1637058919.8767245,BOTS+RANDOM,510758272,308004887,BOT,USER,
1637058920.749588,BOTS+RANDOM,1964460926,457161153,USER,USER,
1637058922.873346,BOTS_ONLY,840018054,427753048,USER,BOT,HIGH
1637058925.3724232,BOTS_ONLY,767032525,358348988,BOT,BOT,LOW
1637058929.640395,BOTS_ONLY,767032525,580224221,BOT,BOT,MID
1637058934.9421558,BOTS+RANDOM,1964460926,371931624,BOT,BOT,LOW
1637058936.1468656,BOTS+RANDOM,710791413,558203777,BOT,BOT,MID
1637058938.8102784,BOTS+RANDOM,465339869,555686709,BOT,BOT,HIGH
1637058939.0186722,BOTS+RANDOM,668765769,275504163,BOT,USER,
1637058939.639141,BOTS+RANDOM,1964460926,574702328,BOT,BOT,MID
1637058940.659112,BOTS+GROUPS_SHIFTED,613823252,331908975,USER,BOT,LIVE
1637058940.9038055,BOTS_ONLY,767032525,539981470,USER,BOT,LOW
1637058942.032536,BOTS_ONLY,702472949,68851698,BOT,BOT,LIVE
1637058947.4800348,BOTS+RANDOM,510758272,475636279,USER,BOT,MID
1637058950.1543136,BOTS_ONLY,1993247185,45260812,BOT,BOT,LOW
1637058950.9203346,BOTS_ONLY,840018054,585741109,BOT,BOT,LIVE
1637058953.473092,BOTS+RANDOM,710791413,585351407,BOT,BOT,LOW
1637058955.0819314,BOTS_ONLY,767032525,73452469,USER,BOT,LIVE
1637058970.3405545,BOTS_ONLY,900956489,380691673,BOT,BOT,MID
1637058970.8842125,BOTS+RANDOM,510758272,315697331,BOT,USER,
1637058971.4363666,BOTS_ONLY,840018054,519396363,BOT,BOT,MID
1637058974.9156206,BOTS+RANDOM,465339869,583406502,BOT,BOT,MID
1637058975.7101908,BOTS_ONLY,702472949,166484410,BOT,BOT,LIVE
1637058978.1015077,BOTS+RANDOM,710791413,632683257,BOT,USER,
1637058981.7266731,BOTS+GROUPS_SHIFTED,613823252,1461988,IDN,USER,
1637058984.9468565,BOTS+GROUPS_SHIFTED,613823252,475636279,USER,BOT,MID
1637058989.6975482,BOTS+RANDOM,1376228047,103821338,BOT,BOT,LIVE
1637058992.344375,BOTS+RANDOM,1964460926,497393244,USER,USER,
1637058994.401793,BOTS+RANDOM,510758272,477264220,BOT,BOT,LIVE
1637058996.020319,BOTS_ONLY,1993247185,132226459,USER,BOT,HIGH
1637058998.631229,BOTS_ONLY,840018054,579803574,BOT,BOT,MID
1637058999.8947673,BOTS+RANDOM,668765769,13371740,USER,BOT,LIVE
1637059002.7098603,BOTS+RANDOM,1964460926,271828562,USER,BOT,HIGH
1637059002.9574058,BOTS+RANDOM,1376228047,264842364,USER,USER,
1637059003.7926228,BOTS+RANDOM,510758272,501586481,USER,BOT,LIVE
1637059005.4229994,BOTS+RANDOM,465339869,487966332,BOT,BOT,MID
1637059010.914333,BOTS_ONLY,2024005493,161485564,BOT,BOT,HIGH
1637059014.9193478,BOTS+RANDOM,1964460926,186756550,BOT,BOT,LOW
1637059026.3100872,BOTS+GROUPS_SHIFTED,364901930,382022627,USER,USER,
1637059029.6744907,BOTS_ONLY,840018054,513941273,BOT,BOT,MID
1637059039.134796,BOTS+RANDOM,465339869,570123469,BOT,USER,
1637059040.9028947,BOTS+RANDOM,510758272,558056016,USER,USER,
1637059043.7562122,BOTS_ONLY,702472949,577295286,BOT,BOT,LOW
1637059044.3570695,BOTS+GROUPS_SHIFTED,613823252,330314908,BOT,USER,
1637059048.1948009,BOTS+RANDOM,710791413,155262469,USER,BOT,LOW
1637059058.1500752,BOTS+RANDOM,1964460926,28586018,IDN,USER,
1637059059.9117858,BOTS+RANDOM,668765769,609448590,USER,USER,
1637059064.1407096,BOTS+RANDOM,465339869,545372058,BOT,BOT,MID
1637059073.6592104,BOTS+RANDOM,1376228047,486168001,BOT,BOT,MID
1637059076.7515926,BOTS_ONLY,900956489,86536980,BOT,BOT,LIVE
1637059079.572971,BOTS+RANDOM,1964460926,84249617,USER,BOT,HIGH
1637059081.0170648,BOTS_ONLY,702472949,430678592,BOT,BOT,MID
1637059082.1379917,BOTS_ONLY,840018054,145805492,IDN,BOT,LOW
1637059083.2024145,BOTS_ONLY,900956489,179472616,IDN,BOT,LIVE
1637059086.5199304,BOTS+RANDOM,510758272,168493814,BOT,USER,
1637059095.7128909,BOTS+RANDOM,1964460926,267770904,USER,BOT,MID
1637059096.368902,BOTS+RANDOM,710791413,630164923,BOT,USER,
1637059101.45642,BOTS_ONLY,767032525,573435642,BOT,BOT,MID
1637059104.5225224,BOTS+RANDOM,510758272,512871759,BOT,USER,
1637059105.5215042,BOTS+RANDOM,668765769,333805234,BOT,USER,
1637059110.134543,BOTS+RANDOM,668765769,360324680,IDN,BOT,LOW
1637059113.0173209,BOTS_ONLY,767032525,156908839,USER,BOT,LIVE
1637059114.2936034,BOTS+RANDOM,1964460926,10199077,BOT,BOT,LIVE
1637059116.7054973,BOTS_ONLY,767032525,300781931,BOT,BOT,MID
1637059119.4964285,BOTS+RANDOM,510758272,584756653,BOT,BOT,MID
1637059119.7987716,BOTS+RANDOM,1376228047,578709761,IDN,USER,
1637059120.139778,BOTS_ONLY,900956489,581451286,BOT,BOT,MID
1637059127.1068912,BOTS+STUDENTS,978458964,123091478,USER,USER,
1637059128.690259,BOTS_ONLY,767032525,73912795,IDN,BOT,LIVE
1637059130.5006485,BOTS+GROUPS_SHIFTED,613823252,125166357,IDN,BOT,LIVE
1637059131.44038,BOTS+RANDOM,710791413,365851847,BOT,USER,
1637059133.7417145,BOTS_ONLY,702472949,48094913,BOT,BOT,LIVE
1637059138.615019,BOTS_ONLY,767032525,436258523,IDN,BOT,LOW
1637059140.9327683,BOTS_ONLY,840018054,142924541,BOT,BOT,LIVE
1637059144.6067104,BOTS+RANDOM,367205640,607510275,USER,USER,
1637059145.8504176,BOTS+RANDOM,668765769,200987900,BOT,USER,
1637059149.2402406,BOTS+STUDENTS,929087479,519076087,USER,USER,
1637059149.6004114,BOTS_ONLY,2024005493,583212667,BOT,BOT,MID
1637059154.6836588,BOTS_ONLY,1993247185,67257584,USER,BOT,HIGH
1637059157.3885825,BOTS_ONLY,900956489,491469460,IDN,BOT,MID
1637059158.1569607,BOTS+RANDOM,1376228047,337020887,USER,USER,
1637059162.9167633,BOTS_ONLY,900956489,503799590,IDN,BOT,MID
1637059163.1216505,BOTS+GROUPS_SHIFTED,364901930,485763716,IDN,BOT,MID
1637059164.6809397,BOTS_ONLY,702472949,241799822,USER,BOT,MID
1637059164.935603,BOTS_ONLY,840018054,139422160,IDN,BOT,LOW
1637059165.3242185,BOTS_ONLY,767032525,17750251,BOT,BOT,LIVE
1637059167.5495417,BOTS+RANDOM,367205640,365655614,BOT,USER,
1637059177.39822,BOTS_ONLY,767032525,371197518,BOT,BOT,HIGH
1637059179.4990883,BOTS+GROUPS_SHIFTED,613823252,50634968,USER,USER,
1637059182.104355,BOTS_ONLY,767032525,337098401,BOT,BOT,LOW
1637059182.345516,BOTS+RANDOM,1964460926,539997003,BOT,BOT,MID
1637059185.2831886,BOTS+RANDOM,465339869,469858682,BOT,BOT,MID
1637059186.3185067,BOTS+RANDOM,510758272,371197518,USER,BOT,HIGH
1637059186.9765432,BOTS+RANDOM,710791413,654123127,BOT,USER,
1637059187.2278829,BOTS_ONLY,767032525,563795384,BOT,BOT,MID
1637059190.1990633,BOTS+STUDENTS,929087479,142221731,USER,USER,
1637059192.110585,BOTS_ONLY,767032525,365990968,BOT,BOT,LOW
1637059195.389761,BOTS_ONLY,767032525,517001419,BOT,BOT,LIVE
1637059198.607046,BOTS_ONLY,767032525,552894403,BOT,BOT,LOW
1637059203.5562973,BOTS_ONLY,767032525,554815008,BOT,BOT,LOW
1637059206.1694136,BOTS+RANDOM,1964460926,73634256,BOT,USER,
1637059208.5133324,BOTS_ONLY,767032525,574748811,BOT,BOT,MID
1637059213.930498,BOTS+STUDENTS,929087479,537924430,IDN,BOT,LOW
1637059214.7589114,BOTS_ONLY,767032525,125289390,IDN,BOT,HIGH
1637059218.410571,BOTS+RANDOM,510758272,190928573,BOT,USER,
1637059218.6033847,BOTS+RANDOM,1964460926,313711926,BOT,BOT,MID
1637059218.8046007,BOTS_ONLY,767032525,574546011,BOT,BOT,LIVE
1637059220.6007147,BOTS_ONLY,900956489,179785042,BOT,BOT,LIVE
1637059222.0729427,BOTS_ONLY,767032525,224883279,BOT,BOT,MID
1637059222.5431156,BOTS+GROUPS_SHIFTED,613823252,116886514,USER,BOT,LIVE
1637059223.7755833,BOTS_ONLY,840018054,440525473,BOT,BOT,MID
1637059224.46377,BOTS_ONLY,702472949,223727585,BOT,BOT,MID
1637059226.5025702,BOTS+RANDOM,367205640,439099693,USER,BOT,LIVE
1637059226.749003,BOTS+RANDOM,668765769,330211587,USER,USER,
1637059227.8191917,BOTS+STUDENTS,929087479,189257678,IDN,BOT,LOW
1637059229.492556,BOTS+RANDOM,1964460926,230106371,BOT,USER,
1637059231.2006414,BOTS+RANDOM,668765769,546759798,IDN,BOT,LOW
1637059234.4691062,BOTS_ONLY,767032525,198818742,BOT,BOT,LIVE
1637059240.14824,BOTS_ONLY,767032525,583428450,BOT,BOT,MID
1637059245.9618614,BOTS_ONLY,767032525,482497386,USER,BOT,HIGH
