time,annotator,analysed_acc_vk_id,human_answer,true_label,dataset
1649897478.4781568,10,173396055,USER,"['student', 'shift']","['student', 'shift']"
1649897499.6591804,10,516014300,USER,['bot'],"['boss_like_A.txt', 'PRmotion_B.txt']"
1649897516.446837,10,628017185,USER,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649897537.9115124,10,181508843,USER,"['student', 'shift']","['student', 'shift']"
1649897557.8484397,10,176735935,USER,"['student', 'shift']","['student', 'shift']"
1649897566.432717,10,688133021,BOT,['bot'],['Hideflow_A.txt']
1649897588.8442416,10,556688455,USER,['bot'],['followers.txt']
1649897600.7267313,10,664949186,BOT,['bot'],"['GetLike.txt', 'Likeinsta.txt', 'tmsmm _B.txt', 'boss_like_B.txt']"
1649897638.745937,10,437964532,USER,['bot'],"['Mrpopular_C.txt', 'Prtut_A.txt', 'Mrpopular_A.txt']"
1649922021.799459,10,505124334,USER,['bot'],"['smmyt_A.txt', 'smmyt_B.txt']"
1649922026.7876637,10,688982485,BOT,['bot'],['smmyt_B.txt']
1649922043.6032276,10,507167060,BOT,['bot'],['Z1Y1X1_A.txt']
1649922049.3644466,10,689319360,USER,['bot'],['smmpromo_A.txt']
1649922057.569148,10,445154763,BOT,['bot'],['Mary_El_report_11_08_21.txt']
1649922103.68607,10,133931037,BOT,"['random', 'shift']","['random', 'shift']"
1649922173.8073497,10,156342033,USER,['bot'],['Youliker_B.txt']
1649922179.275806,10,500520067,BOT,['bot'],['Smoservice_A.txt']
1649922187.6087134,10,178535989,USER,"['student', 'shift']","['student', 'shift']"
1649922204.1996412,10,669320065,BOT,['bot'],['Prtut_B.txt']
1649922214.043532,10,263952697,BOT,['random'],['random']
1649922217.899839,10,688132618,BOT,['bot'],"['Hideflow_B.txt', 'Smoservice_F.txt']"
1649922221.217084,10,638488812,BOT,['bot'],['Sprintersmm_B.txt']
1649922236.4185262,10,151715067,USER,['bot'],['MARSHRUTKA_HIGH.txt']
1649922528.5906856,10,600006465,BOT,['random'],['random']
1649922538.1581364,10,97582165,USER,"['student', 'shift']","['student', 'shift']"
1649922547.8804607,10,610296100,USER,['bot'],['Sprintersmm_C.txt']
1649922551.2480388,10,234023036,BOT,['bot'],"['smmOG_B.txt', 'smmyt_D.txt', 'tmsmm _B.txt']"
1649922554.6079736,10,441488800,BOT,['bot'],"['Smoservice_B.txt', 'Youliker_A.txt', 'Smoservice_D.txt']"
1649922562.0185378,10,4347037,USER,['shift'],['shift']
1649922567.6538043,10,584813020,BOT,['bot'],"['Smoservice_B.txt', 'wiq.txt', 'Smoservice_D.txt']"
1649922571.4678462,10,372752901,BOT,['random'],['random']
1649922574.6382468,10,686065775,BOT,['bot'],['Mrpopular_B.txt']
1649922614.500587,10,628812461,BOT,['bot'],['boss_like_B.txt']
1649922620.8212214,10,586625810,BOT,['bot'],['Z1Y1X1_B.txt']
1649922631.759744,10,649688863,USER,['bot'],"['Smoservice_B.txt', 'Smoservice_D.txt']"
1649922636.3575304,10,97872262,BOT,['random'],['random']
1649922639.981439,10,672583204,BOT,['bot'],"['Mrpopular_D.txt', 'smmpromo_C.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649922643.6031296,10,611651745,BOT,['bot'],['Prtut_C.txt']
1649922646.759089,10,292866725,BOT,['bot'],['smmyt_C.txt']
1649922649.844906,10,523589550,BOT,['bot'],['Smoservice_C.txt']
1649922665.803399,10,292236662,USER,"['student', 'shift']","['student', 'shift']"
1649922670.3248005,10,170441552,USER,['bot'],['OLENI_HIGH.txt']
1649922676.6022058,10,524493075,USER,['bot'],['tmsmm _C.txt']
1649922681.2753828,10,513932055,BOT,['random'],['random']
1649922757.5808885,10,678840758,BOT,['bot'],"['GetLike.txt', 'smmtouch.txt', 'Likeinsta.txt']"
1649922797.531595,10,494164072,USER,['bot'],['smmOG_A.txt']
1649922807.4619565,10,636276166,USER,['bot'],['Mary_El_report_22_07.txt']
1649922811.8839588,10,237553687,BOT,['random'],['random']
1649929767.136059,9,664143044,USER,['bot'],['Mary_El_report_22_07.txt']
1649929789.5221562,9,668669983,BOT,['bot'],['Hideflow_B.txt']
1649929810.0535514,9,62730839,USER,"['student', 'shift']","['student', 'shift']"
1649929818.2612658,8,99713001,USER,['shift'],['shift']
1649929840.667464,8,164354407,USER,"['student', 'shift']","['student', 'shift']"
1649929853.6677878,8,119315285,НЕ ЗНАЮ,['bot'],['Youliker_A.txt']
1649929860.4235098,8,688244308,BOT,['bot'],['Prtut_C.txt']
1649929873.742563,8,584970295,BOT,['bot'],['PARIK_HIGH.txt']
1649929910.0358684,8,478442693,USER,"['random', 'shift']","['random', 'shift']"
1649929969.349699,8,241645973,USER,['bot'],['Sprintersmm_C.txt']
1649930263.773974,8,519056372,USER,['bot'],['Socelin_A.txt']
1649930268.1393943,8,690983020,BOT,['bot'],['Sprintersmm_B.txt']
1649930282.8571272,8,79748482,USER,"['student', 'shift']","['student', 'shift']"
1649930296.14965,8,163129380,USER,"['student', 'shift']","['student', 'shift']"
1649930300.6264844,8,690996700,BOT,['bot'],"['Prtut_B.txt', 'Prtut_A.txt', 'Sprintersmm_A.txt']"
1649930382.7572958,8,239594407,BOT,['random'],['random']
1649930401.513898,8,561822603,USER,['bot'],['Mary_El_report_22_07.txt']
1649930404.9435594,8,560667001,НЕ ЗНАЮ,['shift'],['shift']
1649930408.352779,8,688140430,BOT,['bot'],"['Hideflow_B.txt', 'Hideflow_A.txt']"
1649930415.0839074,8,519675097,BOT,['bot'],"['OLENI_LOW.txt', 'OLENI_MID.txt']"
1649930625.4131515,8,247875419,USER,"['random', 'shift']","['random', 'shift']"
1649930650.4140344,8,486436371,BOT,['bot'],"['Prtut_B.txt', 'Sprintersmm_B.txt']"
1649930672.5945065,8,258297210,BOT,['bot'],['Mary_El_report_11_08_21.txt']
1649930694.9223578,8,223394075,USER,"['student', 'shift']","['student', 'shift']"
1649930710.2972474,8,618903137,BOT,['bot'],"['smmpromo_C.txt', 'Mrpopular_D.txt']"
1649930775.988062,8,29369190,USER,['shift'],['shift']
1649930830.3198197,8,688233090,BOT,['bot'],"['GetLike.txt', 'boss_like_B.txt', 'Likeinsta.txt']"
1649930842.2164502,8,655781253,BOT,['bot'],['tmsmm _C.txt']
1649930928.2434309,8,474143630,BOT,['bot'],"['V-like.txt', 'followers.txt']"
1649930939.516999,8,377840574,BOT,['bot'],['smmyt_C.txt']
1649930943.0358276,8,688766480,BOT,['bot'],['smmyt_A.txt']
1649930962.344473,8,444407993,BOT,['bot'],['PARIK_LOW.txt']
1649930981.0985446,8,155073715,USER,['bot'],['Z1Y1X1_A.txt']
1649930988.0149944,8,197241520,BOT,['bot'],"['V-like.txt', 'smmOG_A.txt', 'followers.txt']"
1649931019.7700648,8,359811622,USER,['shift'],['shift']
1649931027.1841884,8,688263275,BOT,['bot'],['prostospec.txt']
1649931031.5427475,8,86140448,НЕ ЗНАЮ,['random'],['random']
1649931068.6401312,8,70646982,USER,"['student', 'shift']","['student', 'shift']"
1649931076.415716,8,685770169,BOT,['bot'],['smmpromo_A.txt']
1649931129.7312694,8,113124564,USER,['bot'],['MARSHRUTKA_HIGH.txt']
1649931133.7552512,8,688137422,BOT,['bot'],"['Smoservice_D.txt', 'smmtouch.txt']"
1649931143.1448088,8,688129865,BOT,['bot'],['Smoservice_B.txt']
1649931211.5089257,8,437287959,USER,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649931224.9284332,8,554684328,USER,['random'],['random']
1649931296.8603494,8,326332236,USER,"['random', 'shift']","['random', 'shift']"
1649931320.933751,8,681875898,BOT,['bot'],['boss_like_A.txt']
1649931328.9835863,8,678906099,USER,['bot'],"['Socelin_A.txt', 'Socelin_B.txt']"
1649931376.6845255,8,688300149,BOT,['bot'],['smmyt_D.txt']
1649931381.8857522,8,3474391,НЕ ЗНАЮ,"['random', 'shift']","['random', 'shift']"
1649931408.8600614,8,237912565,USER,"['student', 'shift']","['student', 'shift']"
1649931892.9495094,8,91261386,USER,['bot'],['Cashbox.txt']
1649931902.3219202,8,347677605,BOT,"['random', 'shift']","['random', 'shift']"
1649931909.171165,8,691299104,BOT,['bot'],['Godlikes.txt']
1649931931.7907789,8,581752984,BOT,['bot'],"['Mrpopular_C.txt', 'Mrpopular_B.txt']"
1649932003.1293488,8,274641246,BOT,['bot'],['Hideflow_C.txt']
1649932181.5138948,8,688127880,BOT,['bot'],['Smoservice_F.txt']
1649932191.3236623,8,686064748,НЕ ЗНАЮ,['bot'],['Mrpopular_C.txt']
1649932195.5412507,8,369076862,BOT,['bot'],['MARSHRUTKA_LOW.txt']
1649936737.1590586,8,525536608,BOT,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649936741.3935256,8,688135264,BOT,['bot'],"['Smoservice_B.txt', 'Smoservice_E.txt']"
1649936745.896141,8,267797633,BOT,['bot'],"['PRmotion_A.txt', 'Prtut_A.txt']"
1649936752.621405,8,489581304,BOT,['random'],['random']
1649936803.4164891,8,291244962,BOT,['bot'],['smmyt_E.txt']
1649936807.87245,8,688126553,BOT,['bot'],"['Hideflow_B.txt', 'prostospec.txt', 'Smoservice_D.txt']"
1649936812.8833869,8,682845011,BOT,['bot'],"['GetLike.txt', 'smmtouch.txt', 'Likeinsta.txt']"
1649936861.7142584,8,99135412,USER,['bot'],['OLENI_HIGH.txt']
1649936878.746708,8,511242998,НЕ ЗНАЮ,['random'],['random']
1649936959.6147077,8,70209494,USER,"['student', 'shift']","['student', 'shift']"
1649937006.9697762,8,686555336,BOT,['bot'],"['Mrpopular_D.txt', 'smmpromo_C.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649937058.6913202,8,613608006,BOT,['bot'],"['smmOG_B.txt', 'smmOG_A.txt', 'followers.txt']"
1649937086.5996113,8,583173212,BOT,['bot'],['OLENI_LOW.txt']
1649937093.1701024,8,688783254,BOT,['bot'],['PRmotion_A.txt']
1649937096.8241827,8,688115286,BOT,['bot'],['Smoservice_A.txt']
1649937103.264027,8,499364644,НЕ ЗНАЮ,['bot'],"['smmyt_E.txt', 'Hideflow_C.txt', 'smmyt_D.txt', 'tmsmm _B.txt', 'smmOG_A.txt']"
1649937113.4791234,8,438872258,USER,['random'],['random']
1649937161.468207,8,663117431,BOT,['bot'],['PRmotion_B.txt']
1649937235.8177984,8,528689064,BOT,['bot'],['PARIK_MID.txt']
1649937396.6697,8,581155202,BOT,['bot'],"['Mrpopular_D.txt', 'smmpromo_C.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649937402.339787,8,303373068,BOT,['random'],['random']
1649937434.6713045,8,681882066,BOT,['bot'],"['GetLike.txt', 'boss_like_B.txt', 'Likeinsta.txt']"
1649941428.871536,11,575613712,BOT,['bot'],['Mrpopular_B.txt']
1649941440.3587594,11,688742858,USER,['bot'],['smmyt_B.txt']
1649941447.355534,11,688132449,BOT,['bot'],"['wiq.txt', 'Smoservice_C.txt']"
1649941486.6589782,11,516014300,USER,['bot'],"['boss_like_A.txt', 'PRmotion_B.txt']"
1649941522.443076,11,170842,USER,['shift'],['shift']
1649941532.170562,11,365684676,BOT,['random'],['random']
1649941546.9226866,11,221318890,BOT,['bot'],"['V-like.txt', 'Cashbox.txt']"
1649941558.0692654,11,111163775,USER,['shift'],['shift']
1649941567.8285792,11,403832953,USER,"['student', 'shift']","['student', 'shift']"
1649941577.5162823,11,353813310,USER,['shift'],['shift']
1649941583.2144876,11,688495347,BOT,['bot'],['Mrpopular_A.txt']
1649941588.6233358,11,227638060,BOT,['random'],['random']
1649941597.1178184,11,581843576,BOT,"['random', 'shift']","['random', 'shift']"
1649941602.9870882,11,458531008,BOT,['bot'],['followers.txt']
1649941613.8630216,11,153962970,USER,['bot'],['OLENI_HIGH.txt']
1649941625.34919,11,55445315,USER,"['student', 'shift']","['student', 'shift']"
1649941632.2396295,11,492589265,BOT,['bot'],"['PARIK_MID.txt', 'followers.txt']"
1649941636.0076714,11,271702917,BOT,['random'],['random']
1649941643.6095476,11,320216610,USER,"['student', 'shift']","['student', 'shift']"
1649941649.3964417,11,688790315,BOT,['bot'],['PRmotion_A.txt']
1649941662.6486392,11,279815120,USER,['bot'],"['PRmotion_A.txt', 'Sprintersmm_B.txt', 'Prtut_A.txt', 'Hideflow_B.txt', 'Mrpopular_B.txt']"
1649941669.702057,11,539669366,USER,['bot'],['Socelin_B.txt']
1649941674.755341,11,688143302,BOT,['bot'],['Smoservice_B.txt']
1649941679.9266334,11,48948500,BOT,['random'],['random']
1649941685.983713,11,625653572,USER,['bot'],"['Mrpopular_D.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649941693.6144383,11,518921834,BOT,['bot'],['Mrpopular_C.txt']
1649941700.1977472,11,655526257,BOT,['bot'],"['Smoservice_D.txt', 'Smoservice_C.txt']"
1649941706.0622993,11,480929685,BOT,['bot'],"['GetLike.txt', 'boss_like_B.txt', 'Likeinsta.txt']"
1649941727.2430382,11,684197311,BOT,['bot'],"['GetLike.txt', 'boss_like_B.txt', 'Likeinsta.txt']"
1649941754.0678945,11,525391516,BOT,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649941758.3247051,11,581692597,BOT,['bot'],['OLENI_LOW.txt']
1649941773.1721735,11,305668602,USER,['bot'],"['Smoservice_D.txt', 'Youliker_A.txt']"
1649941779.0704076,11,325220880,BOT,['bot'],"['Smoservice_E.txt', 'Smoservice_C.txt']"
1649941784.2597268,11,40686251,USER,['random'],['random']
1649941804.4305267,11,564517426,USER,['bot'],"['OLENI_LOW.txt', 'OLENI_MID.txt']"
1649941813.8218317,11,686334178,USER,['bot'],['Hideflow_C.txt']
1649941827.600968,11,138932625,USER,"['student', 'shift']","['student', 'shift']"
1649941835.6049871,11,619219514,BOT,['bot'],['Prtut_A.txt']
1649941859.6596684,11,687723922,BOT,['bot'],"['Mrpopular_D.txt', 'Mrpopular_F.txt']"
1649941864.8345296,11,462463078,BOT,['bot'],['Socelin_A.txt']
1649941873.9007728,11,139977292,USER,['shift'],['shift']
1649941877.7782218,11,688927340,BOT,['bot'],"['tmsmm _C.txt', 'smmyt_A.txt', 'smmyt_B.txt']"
1649941910.7111666,11,110530959,USER,['bot'],['Z1Y1X1_B.txt']
1649941926.1424863,11,118161509,USER,['shift'],['shift']
1649941942.436508,11,588561027,BOT,['bot'],"['smmpromo_C.txt', 'Mrpopular_D.txt']"
1649941946.511763,11,691913404,BOT,['bot'],['Godlikes.txt']
1649941951.9552095,11,320355044,USER,['random'],['random']
1649941956.2056935,11,401634632,BOT,['bot'],['smmpromo_B.txt']
1649941961.9829502,11,334921751,USER,"['student', 'shift']","['student', 'shift']"
1649941965.7044122,11,485445771,BOT,['bot'],"['Smoservice_E.txt', 'Smoservice_F.txt', 'Smoservice_C.txt']"
1649941969.294305,11,410355772,BOT,['bot'],"['Smoservice_E.txt', 'Smoservice_A.txt', 'Hideflow_A.txt']"
1649941972.9640253,11,688933661,BOT,['bot'],['tmsmm _C.txt']
1649941981.4396358,11,268569295,USER,"['student', 'shift']","['student', 'shift']"
1649941988.9549751,11,689680454,BOT,['bot'],['Sprintersmm_A.txt']
1649941998.8514743,11,685773678,BOT,['bot'],['smmpromo_A.txt']
1649942031.9983523,11,160213445,USER,['shift'],['shift']
1649942038.5780854,11,654554082,BOT,['bot'],['smmyt_E.txt']
1649942058.0117128,11,444427898,USER,['bot'],['V-like.txt']
1649942062.8031323,11,581986950,BOT,['bot'],['PARIK_LOW.txt']
1649942067.861978,11,661752881,BOT,['bot'],['smmyt_C.txt']
1649942077.4235387,11,438282628,USER,['bot'],['Youliker_B.txt']
1649942084.5512974,11,337637391,USER,"['random', 'shift']","['random', 'shift']"
1649942091.8265543,11,139755186,USER,"['student', 'shift']","['student', 'shift']"
1649942097.2208643,11,106192174,USER,"['student', 'shift']","['student', 'shift']"
1649942107.2743487,11,678899657,BOT,['bot'],"['Hideflow_C.txt', 'tmsmm _B.txt', 'smmOG_A.txt']"
1649942114.9528365,11,43828798,USER,['bot'],['tmsmm _A.txt']
1649942131.0757868,11,221124903,USER,['bot'],['Mary_El_report_11_08_21.txt']
1649942135.3370476,11,584472341,BOT,['bot'],['MARSHRUTKA_LOW.txt']
1649942141.2555084,11,518336156,USER,['random'],['random']
1649942145.5445254,11,37153935,USER,['random'],['random']
1649942166.4013002,11,525536608,USER,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649942171.9634926,11,687908077,BOT,['bot'],['Hideflow_B.txt']
1649942178.8047678,11,269162843,USER,['shift'],['shift']
1649942186.285215,11,349030732,BOT,['bot'],['smmOG_A.txt']
1649942190.4029884,11,688132579,BOT,['bot'],['Hideflow_A.txt']
1649942193.8830624,11,228587167,USER,['random'],['random']
1649942197.2020588,11,413933494,BOT,['bot'],['boss_like_A.txt']
1649942208.3703508,11,99436724,USER,['bot'],['Sprintersmm_C.txt']
1649942212.9947996,11,197956432,USER,['bot'],['Z1Y1X1_A.txt']
1649942223.2456384,11,657117527,BOT,['bot'],"['smmOG_B.txt', 'tmsmm _B.txt', 'V-like.txt', 'smmOG_A.txt']"
1649942230.2745173,11,201703839,USER,"['student', 'shift']","['student', 'shift']"
1649942240.0832105,11,133224019,USER,"['student', 'shift']","['student', 'shift']"
1649942248.035477,11,573246440,USER,['random'],['random']
1649942259.4123116,11,164354407,USER,"['student', 'shift']","['student', 'shift']"
1649942263.265973,11,685182635,BOT,['bot'],"['smmpromo_A.txt', 'smmtouch.txt']"
1649942280.354392,11,543965822,USER,['bot'],"['PARIK_HIGH.txt', 'PARIK_LOW.txt']"
1649942290.792011,11,657248725,BOT,['bot'],['GetLike.txt']
1649942297.0019488,11,618902444,USER,['bot'],['Mary_El_report_22_07.txt']
1649942315.7977178,11,230922298,BOT,['bot'],"['smmpromo_C.txt', 'Mrpopular_D.txt']"
1649942324.9309063,11,472561619,BOT,['bot'],"['Smoservice_E.txt', 'Smoservice_C.txt']"
1649942356.5083551,11,124470770,BOT,['bot'],['MARSHRUTKA_HIGH.txt']
1649942365.5572112,11,101852211,USER,"['student', 'shift']","['student', 'shift']"
1649942370.0594752,11,376632232,USER,"['student', 'shift']","['student', 'shift']"
1649942373.6072,11,690981579,BOT,['bot'],['Prtut_B.txt']
1649942377.4055877,11,181291524,BOT,['random'],['random']
1649942383.9589171,11,666296962,USER,['bot'],['smmyt_D.txt']
1649942413.176754,11,257336494,USER,"['student', 'shift']","['student', 'shift']"
1649942417.308184,11,560757019,BOT,['bot'],['Prtut_C.txt']
1649942420.7829828,11,688079108,BOT,['bot'],['prostospec.txt']
1649942424.1613672,11,378168018,BOT,"['random', 'shift']","['random', 'shift']"
1649942429.0905557,11,157520686,BOT,['random'],['random']
1649942434.4873629,11,456473108,BOT,['random'],['random']
1649942438.6402,11,53139046,USER,"['student', 'shift']","['student', 'shift']"
1649943604.5861394,5,26458943,BOT,['bot'],"['Smoservice_B.txt', 'Smoservice_E.txt']"
1649943608.6574044,5,606738757,BOT,['bot'],"['GetLike.txt', 'smmtouch.txt', 'Likeinsta.txt']"
1649943618.4367502,5,249421245,BOT,['bot'],['Mary_El_report_22_07.txt']
1649943623.8314693,5,71402484,BOT,['random'],['random']
1649943629.888396,5,641969267,BOT,['bot'],"['Prtut_B.txt', 'Sprintersmm_A.txt']"
1649943651.7874594,5,586220310,USER,['bot'],"['smmOG_B.txt', 'followers.txt']"
1649943655.1249251,5,689402957,BOT,['bot'],['smmpromo_A.txt']
1649943661.3538418,5,187372851,USER,"['student', 'shift']","['student', 'shift']"
1649943666.1071813,5,534702584,BOT,['random'],['random']
1649943669.3760335,5,690996844,BOT,['bot'],"['Prtut_B.txt', 'Prtut_A.txt']"
1649943677.8052025,5,608727682,BOT,['bot'],"['Z1Y1X1_A.txt', 'tmsmm _A.txt']"
1649943686.79842,5,181433712,USER,"['student', 'shift']","['student', 'shift']"
1649943690.6742089,5,469237729,BOT,['bot'],"['Godlikes.txt', 'Socelin_A.txt']"
1649943698.5837817,5,689990864,BOT,['bot'],['smmOG_A.txt']
1649943702.052991,5,688500806,BOT,['bot'],"['Mrpopular_C.txt', 'Mrpopular_A.txt']"
1649943705.2035718,5,688614948,BOT,['bot'],['smmpromo_B.txt']
1649943714.986631,5,125172606,USER,['shift'],['shift']
1649943722.691604,5,221117574,USER,['bot'],['Mary_El_report_11_08_21.txt']
1649943731.3194427,5,583107864,BOT,['bot'],['OLENI_MID.txt']
1649943735.1057508,5,112514686,BOT,['random'],['random']
1649943738.3627148,5,402547123,BOT,['bot'],['Z1Y1X1_B.txt']
1649943741.5777776,5,549075122,BOT,['bot'],['OLENI_LOW.txt']
1649943745.3246384,5,585510942,BOT,['bot'],"['PARIK_HIGH.txt', 'PARIK_LOW.txt']"
1649943755.233109,5,285255472,USER,"['random', 'shift']","['random', 'shift']"
1649943761.6910567,5,64385564,USER,"['student', 'shift']","['student', 'shift']"
1649943771.1970918,5,666468267,USER,['bot'],"['Hideflow_C.txt', 'V-like.txt']"
1649943774.4929144,5,605451013,BOT,['bot'],['Smoservice_D.txt']
1649943780.9226837,5,688127778,BOT,['bot'],"['Smoservice_F.txt', 'Hideflow_A.txt']"
1649943796.2940392,5,313631766,USER,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649943805.316579,5,21691950,USER,['bot'],"['smmyt_E.txt', 'smmyt_D.txt', 'tmsmm _B.txt', 'smmOG_A.txt', 'smmOG_B.txt', 'followers.txt']"
1649943808.9145002,5,451166602,BOT,['bot'],['boss_like_A.txt']
1649943815.473964,5,330568042,BOT,"['random', 'shift']","['random', 'shift']"
1649943827.7301812,5,243659066,USER,['bot'],['V-like.txt']
1649943832.448274,5,383713473,USER,"['student', 'shift']","['student', 'shift']"
1649943835.8763475,5,688122392,BOT,['bot'],"['prostospec.txt', 'wiq.txt']"
1649943839.1444976,5,688944910,BOT,['bot'],['smmyt_B.txt']
1649943851.893833,5,579275931,USER,['bot'],['PARIK_LOW.txt']
1649943860.2162747,5,493443574,USER,['bot'],['Youliker_B.txt']
1649943863.9276044,5,691915436,BOT,['bot'],['Godlikes.txt']
1649943866.9100978,5,611504076,BOT,['bot'],"['smmOG_B.txt', 'Hideflow_C.txt', 'tmsmm _B.txt']"
1649943870.7592585,5,260626106,USER,['shift'],['shift']
1649943876.376777,5,608243594,BOT,['bot'],"['Youliker_A.txt', 'Hideflow_A.txt']"
1649943879.6011004,5,540117934,BOT,['bot'],['smmyt_A.txt']
1649943882.546392,5,690981118,BOT,['bot'],['Prtut_B.txt']
1649943891.3358035,5,230134814,USER,"['student', 'shift']","['student', 'shift']"
1649943898.2702577,5,648402515,USER,['bot'],"['Socelin_A.txt', 'Socelin_B.txt']"
1649943902.3443809,5,223985319,BOT,['bot'],"['social_bots.txt', 'Ohta_Month.txt']"
1649943907.3822272,5,323991620,USER,"['student', 'shift']","['student', 'shift']"
1649943915.0856254,5,264842364,USER,"['random', 'shift']","['random', 'shift']"
1649943918.3572063,5,595722568,BOT,['bot'],"['PRmotion_A.txt', 'smmtouch.txt', 'Mrpopular_C.txt']"
1649943929.1092966,5,679062961,BOT,['bot'],['GetLike.txt']
1649943945.724955,5,637893157,BOT,['bot'],['followers.txt']
1649943958.2996228,5,104583175,USER,['bot'],['boss_like_B.txt']
1649943964.338698,5,585007034,BOT,['bot'],['PARIK_MID.txt']
1649943967.698435,5,688226664,BOT,['bot'],"['Smoservice_E.txt', 'Smoservice_F.txt']"
1649943971.4370894,5,685156823,BOT,['bot'],['Hideflow_B.txt']
1649943974.55004,5,230601019,BOT,['bot'],['Smoservice_B.txt']
1649943978.9210937,5,261480784,BOT,"['random', 'shift']","['random', 'shift']"
1649943984.17182,5,688656238,BOT,['bot'],"['Mrpopular_D.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649943991.5718727,5,119737370,USER,['shift'],['shift']
1649943999.5019054,5,688798628,BOT,['bot'],['PRmotion_A.txt']
1649944002.9672072,5,688508393,BOT,['bot'],['Mrpopular_B.txt']
1649944006.0072737,5,622931111,BOT,['bot'],['tmsmm _C.txt']
1649944011.17286,5,88302770,USER,"['student', 'shift']","['student', 'shift']"
1649944018.6251938,5,609002725,BOT,['random'],['random']
1649944023.8596492,5,688142996,BOT,['bot'],"['prostospec.txt', 'Smoservice_E.txt', 'Smoservice_F.txt']"
1649944032.198375,5,627413684,BOT,['bot'],['Sprintersmm_B.txt']
1649944064.7976837,5,196433914,USER,"['student', 'shift']","['student', 'shift']"
1649944123.346665,5,159589658,USER,['shift'],['shift']
1649944127.4366436,5,572478065,BOT,['bot'],['smmyt_C.txt']
1649944134.540754,5,671680730,BOT,['bot'],['PRmotion_B.txt']
1649944138.16041,5,69921528,BOT,['bot'],['MARSHRUTKA_LOW.txt']
1649944147.9236913,5,334519906,USER,"['student', 'shift']","['student', 'shift']"
1649944151.2552278,5,521999449,BOT,['bot'],"['smmpromo_C.txt', 'Mrpopular_D.txt', 'Mrpopular_E.txt']"
1649944154.4579732,5,234106935,BOT,['bot'],"['smmpromo_A.txt', 'Mrpopular_F.txt', 'Mrpopular_E.txt']"
1649944162.146336,5,534175059,USER,['shift'],['shift']
1649944167.7982535,5,86006818,USER,"['student', 'shift']","['student', 'shift']"
1649944171.1200607,5,471794889,BOT,['bot'],['Smoservice_C.txt']
1649944174.5783715,5,685804036,BOT,['bot'],['Mrpopular_C.txt']
1649944182.5823622,5,48823391,USER,"['student', 'shift']","['student', 'shift']"
1649944190.6775317,5,494106525,BOT,['random'],['random']
1649944194.6598344,5,662943012,BOT,['bot'],['Cashbox.txt']
1649944197.868366,5,242653739,BOT,['bot'],"['Smoservice_A.txt', 'Smoservice_C.txt']"
1649944203.4411223,5,687324525,BOT,['bot'],['Sprintersmm_C.txt']
1649944209.4168608,5,374238991,BOT,['bot'],['Prtut_C.txt']
1649944228.1266258,5,571131498,BOT,['bot'],"['smmpromo_C.txt', 'Mrpopular_D.txt']"
1649944233.9609692,5,624576363,BOT,['bot'],['smmyt_D.txt']
1649944240.2785769,5,30230686,BOT,['random'],['random']
1649944244.9420347,5,257761251,USER,['bot'],['OLENI_HIGH.txt']
1649944250.3998168,5,180413255,BOT,['random'],['random']
1649944256.42454,5,370358496,USER,['random'],['random']
1649944259.7578087,5,215657693,BOT,['shift'],['shift']
1649944264.486915,5,387472884,BOT,['random'],['random']
1649950027.872523,12,119598960,USER,"['student', 'shift']","['student', 'shift']"
1649950069.2774577,12,636223932,BOT,['bot'],['boss_like_B.txt']
1649950082.9795036,12,347514905,BOT,['random'],['random']
1649950096.7100332,12,301038157,USER,"['student', 'shift']","['student', 'shift']"
1649950180.5476947,12,134552250,USER,"['random', 'shift']","['random', 'shift']"
1649950189.3765235,12,649784043,BOT,['bot'],"['Smoservice_B.txt', 'wiq.txt', 'Youliker_A.txt', 'Smoservice_F.txt']"
1649950221.5821517,12,687394013,USER,['bot'],['Prtut_C.txt']
1649950291.903545,12,584216241,BOT,['bot'],"['PARIK_LOW.txt', 'PARIK_MID.txt']"
1649950300.6855612,12,357983744,BOT,['random'],['random']
1649950306.3452408,12,688270065,BOT,['bot'],['prostospec.txt']
1649950311.2439587,12,563852010,BOT,['bot'],['PARIK_LOW.txt']
1649950326.0538838,12,688930487,BOT,['bot'],['smmyt_A.txt']
1649950337.380875,12,482742970,BOT,['bot'],['OLENI_LOW.txt']
1649950347.9577456,12,240929349,BOT,['bot'],['smmOG_A.txt']
1649950378.842262,12,45495725,USER,['bot'],['tmsmm _A.txt']
1649950382.5067427,12,664087281,BOT,['bot'],['smmpromo_C.txt']
1649950400.4977117,12,79983308,BOT,['random'],['random']
1649950468.0466096,12,50657494,USER,['bot'],['OLENI_HIGH.txt']
